player.jumperNumber,player.photoURL,player.player.player.playerId,player.playerJumperNumber,team,position,dateOfBirth,draftYear,heightInCm,recruitedFrom,debutYear,draftType,draftPosition,PositionCoded,ID,First.name,Surname,Games,Goals,Brownlow.Votes,name,,,
36,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/997033.png,CD_I997033,36,Fremantle,KEY_DEFENDER,13/08/1998,2016,195,Woodville South (SA)/Woodville-West Torrens (SANFL),2018,nationalDraft,41,Defender,12544,Brennan,Cox,135,32,,Brennan Cox,,,
33,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291748.png,CD_I291748,33,Adelaide Crows,MEDIUM_DEFENDER,14/01/1992,2010,194,Henley (SA)/Woodville-West Torrens (SANFL),2011,nationalDraft,14,Defender,11891,Brodie,Smith,273,74,,Brodie Smith,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/295136.png,CD_I295136,5,North Melbourne,MEDIUM_DEFENDER,07/07/1996,2014,171,Edwardstown (SA)/South Adelaide (SANFL)/Western Bulldogs,2015,nationalDraft,46,Defender,12373,Caleb,Daniel,215,49,,Caleb Daniel,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993905.png,CD_I993905,14,Sydney Swans,MEDIUM_DEFENDER,02/04/1997,2015,188,North Shore (NSW),2016,nationalDraft,3,Defender,12413,Callum,Mills,174,30,,Callum Mills,,,
44,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/296422.png,CD_I296422,44,St Kilda,KEY_DEFENDER,10/03/1996,2018,191,Walkerville (SA) /North Adelaide (SANFL),2019,rookieElevation,3,Defender,12703,Callum,Wilkie,155,1,,Callum Wilkie,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/998390.png,CD_I998390,9,Hawthorn,MEDIUM_DEFENDER,13/06/1999,2017,185,Morwell (Vic)/Xavier College (Vic)/Gippsland U18/Hawthorn,2019,other,,Defender,12752,Changkuoth,Jiath,76,5,,Changkuoth Jiath,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/296359.png,CD_I296359,3,Melbourne,MEDIUM_DEFENDER,15/07/1995,2013,184,Hampton Rovers (Vic)/Sandringham U18,2015,nationalDraft,9,Defender,12272,Christian,Salem,199,27,,Christian Salem,,,
39,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008083.png,CD_I1008083,39,GWS GIANTS,MEDIUM_DEFENDER,29/07/2000,2018,193,Drysdale (Vic)/Christian College (Vic)/Geelong U18,2021,nationalDraft,61,Defender,12750,Connor,Idun,117,0,,Connor Idun,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027877.png,CD_I1027877,14,Geelong Cats,KEY_DEFENDER,19/05/2005,2023,198,Albury Junior Football Club (NSW)/Murray Bushrangers U18,2025,nationalDraft,11,Defender,13122,Connor,OSullivan,27,0,,Connor OSullivan,,,
1,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1001299.png,CD_I1001299,1,Port Adelaide,MEDIUM_DEFENDER,22/01/2000,2018,185,South Augusta (SA)/North Adelaide (SANFL),2019,nationalDraft,5,Defender,12697,Connor,Rozee,150,124,,Connor Rozee,,,
18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1015862.png,CD_I1015862,18,GWS GIANTS,MEDIUM_DEFENDER,22/04/2002,2025,189,East Malvern (Vic)/St Kevin's College (Vic)/Oakleigh U18,2022,rookieElevation,9,Defender,12886,Conor,Stone,20,4,,Conor Stone,,,
9,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/994295.png,CD_I994295,9,Collingwood,MEDIUM_DEFENDER,12/05/1997,2024,186,Greythorn (Vic)/Camberwell Grammar (Vic)/Oakleigh U18/Port Adelaide,2017,other,,Defender,12495,Dan,Houston,189,48,,Dan Houston,,,
24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/290307.png,CD_I290307,24,Sydney Swans,MEDIUM_DEFENDER,02/06/1990,2025,187,Williamstown (VFL)/Eastern Suburbs (NSW)/Uni of NSW (NSW),2013,rookieElevation,18,Defender,12140,Dane,Rampe,272,9,,Dane Rampe,,,
17,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000981.png,CD_I1000981,17,Gold Coast SUNS,MEDIUM_DEFENDER,16/04/1997,2015,179,St Mary's (NT)/East Point (Vic)/St Pat's Coll (Vic)/N Ball U18/Richmond,2016,nationalDraft,15,Defender,12403,Daniel,Rioli,203,117,,Daniel Rioli,,,
27,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/296269.png,CD_I296269,27,Brisbane Lions,KEY_DEFENDER,22/09/1995,2013,192,Queenscliff (Vic)/St Joseph's College (Vic)/Geelong U18,2015,nationalDraft,22,Defender,12267,Darcy,Gardiner,184,14,,Darcy Gardiner,,,
30,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298288.png,CD_I298288,30,Collingwood,KEY_DEFENDER,25/01/1996,2014,203,Kew Comets (Vic)/Carey Grammar (Vic)/Oakleigh U18,2016,fatherSon,9,Defender,12372,Darcy,Moore,195,67,,Darcy Moore,,,
44,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017067.png,CD_I1017067,44,Brisbane Lions,MEDIUM_DEFENDER,31/12/2003,2021,183,Montmorency (Vic)/Hazel Glen College (Vic)/Northern U18,2023,nationalDraft,16,Defender,13026,Darcy,Wilmot,84,12,,Darcy Wilmot,,,
15,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/261224.png,CD_I261224,15,Brisbane Lions,MEDIUM_DEFENDER,09/02/1989,2011,175,Surfers Paradise (Qld)/Broadbeach (Qld),2013,other,,Defender,12076,Dayne,Zorko,305,237,,Dayne Zorko,,,
20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993480.png,CD_I993480,20,St Kilda,KEY_DEFENDER,25/03/1996,2014,199,Wagga Tigers (NSW)/Murray U18/Port Adelaide,2015,nationalDraft,56,Defender,12420,Dougal,Howard,138,15,,Dougal Howard,,,
27,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002220.png,CD_I1002220,27,Port Adelaide,KEY_DEFENDER,24/07/1998,2016,197,Cobram (Vic)/Murray U18/Geelong Cats,2018,nationalDraft,43,Defender,12597,Esava,Ratugolea,111,42,,Esava Ratugolea,,,
19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/997933.png,CD_I997933,19,North Melbourne,KEY_DEFENDER,13/04/1998,2016,193,Kalamunda (WA)/Guildford Grammar (WA)/Swan Dists (WAFL)/Fremantle,2017,nationalDraft,8,Defender,12511,Griffin,Logue,97,11,,Griffin Logue,,,
31,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/996059.png,CD_I996059,31,Brisbane Lions,KEY_DEFENDER,11/12/1996,2014,200,Aspley (NEAFL),2015,nationalDraft,61,Defender,12340,Harris,Andrews,240,11,,Harris Andrews,,,
7,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291978.png,CD_I291978,7,Sydney Swans,MEDIUM_DEFENDER,06/12/1993,2012,181,Turvey Park (NSW)/NSW-ACT U18/Wagga (NSW),2012,rookieElevation,107,Defender,12462,Harry,Cunningham,219,52,,Harry Cunningham,,,
27,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993107.png,CD_I993107,27,GWS GIANTS,MEDIUM_DEFENDER,08/05/1996,2015,195,Mangoplah-CUE (NSW)/NSW-ACT U18/Eastlake (NEAFL),2017,nationalDraft,16,Defender,12566,Harry,Himmelberg,201,164,,Harry Himmelberg,,,
12,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/998205.png,CD_I998205,12,Collingwood,MEDIUM_DEFENDER,19/12/1998,2016,187,Collingullie-Glenfield Park (NSW)/NSW-ACT U18/GWS GIANTS,2017,nationalDraft,14,Defender,12653,Harry,Perryman,154,32,,Harry Perryman,,,
12,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017087.png,CD_I1017087,12,Western Bulldogs,MEDIUM_DEFENDER,26/09/2003,2022,181,Sandhurst (Vic)/Bendigo U18,2024,nationalDraft,39,Defender,13102,Harvey,Gallagher,25,9,,Harvey Gallagher,,,
5,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013224.png,CD_I1013224,5,Fremantle,MEDIUM_DEFENDER,31/01/2002,2020,193,Joondalup-Kinross (WA)/West Perth (WAFL),2021,nationalDraft,14,Defender,12875,Heath,Chapman,65,2,,Heath Chapman,,,
40,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023534.png,CD_I1023534,40,Adelaide Crows,MEDIUM_DEFENDER,25/09/2004,2022,185,North Ballarat (Vic)/Ballarat Grammar (Vic)/GWV U18,2025,nationalDraft,50,Defender,13165,Hugh,Bond,12,0,,Hugh Bond,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008089.png,CD_I1008089,3,Collingwood,MEDIUM_DEFENDER,15/01/2000,2018,180,East Doncaster (Vic)/Oakleigh U18,2019,nationalDraft,13,Defender,12740,Isaac,Quaynor,133,5,,Isaac Quaynor,,,
44,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009708.png,CD_I1009708,44,GWS GIANTS,KEY_DEFENDER,17/12/1997,2017,195,University of NSW-Eastern Suburbs (NSW),2021,other,,Defender,12846,Jack,Buckley,85,1,,Jack Buckley,,,
38,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000937.png,CD_I1000937,38,Geelong Cats,KEY_DEFENDER,29/08/1998,2016,192,"St Mary's, Geelong (Vic)/St Joseph's College/Geelong U18",2017,rookieElevation,16,Defender,12607,Jack,Henry,165,24,,Jack Henry,,,
40,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002347.png,CD_I1002347,40,Brisbane Lions,KEY_DEFENDER,15/10/1999,2017,196,Noosa (Qld)/Brisbane (NEAFL),2018,nationalDraft,54,Defender,12819,Jack,Payne,81,2,,Jack Payne,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/998114.png,CD_I998114,14,Hawthorn,MEDIUM_DEFENDER,04/09/1998,2016,194,Beaumaris (Vic)/Haileybury College (Vic)/Sandr U18/Gold Coast,2019,nationalDraft,7,Defender,12565,Jack,Scrimshaw,123,11,,Jack Scrimshaw,,,
35,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/994389.png,CD_I994389,35,St Kilda,MEDIUM_DEFENDER,12/02/1995,2015,181,Kew Comets (Vic)/Old Scotch (Vic)/Oakleigh U18,2015,rookieElevation,,Defender,12325,Jack,Sinclair,210,69,,Jack Sinclair,,,
23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/993832.png,CD_I993832,23,Carlton,KEY_DEFENDER,23/11/1997,2015,195,Mt Martha (Vic)/Peninsula Grammar (Vic)/Dandenong U18,2016,nationalDraft,1,Defender,13048,Jacob,Weitering,204,11,,Jacob Weitering,,,
17,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1012825.png,CD_I1012825,17,Melbourne,MEDIUM_DEFENDER,12/09/2002,2020,175,Highett (Vic)/Sandringham U18,2021,nationalDraft,21,Defender,12931,Jake,Bowey,84,8,,Jake Bowey,,,
8,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298281.png,CD_I298281,8,Melbourne,MEDIUM_DEFENDER,05/03/1996,2014,194,Romsey (Vic)/Calder U18/Adelaide,2016,nationalDraft,14,Defender,12351,Jake,Lever,186,5,,Jake Lever,,,
11,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/295067.png,CD_I295067,11,Fremantle,MEDIUM_DEFENDER,08/11/1995,2013,183,Payneham Norwood Union (SA)/Norwood (SANFL)/BL/Coll,2014,nationalDraft,7,Defender,12250,James,Aish,186,33,,James Aish,,,
18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1032966.png,CD_I1032966,18,Western Bulldogs,KEY_DEFENDER,31/08/2002,2022,197,Kew (Vic)/Xavier College (Vic),2025,other,,Defender,13061,James,ODonnell,48,7,,James O'Donnell,,,
6,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/297566.png,CD_I297566,6,Hawthorn,MEDIUM_DEFENDER,06/01/1995,2013,188,Keilor (Vic)/Western U18,2015,nationalDraft,56,Defender,12332,James,Sicily,179,76,,James Sicily,,,
4,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/296254.png,CD_I296254,4,Hawthorn,MEDIUM_DEFENDER,09/07/1995,2013,178,Shepparton Swans (Vic)/Murray U18/Port Adelaide,2014,nationalDraft,21,Defender,12237,Jarman,Impey,221,68,,Jarman Impey,,,
39,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/294101.png,CD_I294101,39,Western Bulldogs,MEDIUM_DEFENDER,08/11/1992,2012,181,Willetton (WA)/East Fremantle (WAFL),2012,rookieElevation,105,Defender,12122,Jason,Johannisen,212,77,,Jason Johannisen,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1023708.png,CD_I1023708,3,Brisbane Lions,MEDIUM_DEFENDER,24/02/2004,2022,184,Coorparoo (Qld) /Sherwood (QAFL),2024,fatherSon,12,Defender,13072,Jaspa,Fletcher,69,20,,Jaspa Fletcher,,,
25,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009386.png,CD_I1009386,25,Essendon,MEDIUM_DEFENDER,04/06/2001,2019,189,Sorrento-Duncraig (WA)/West Perth (WAFL)/Brisbane Lions,2023,nationalDraft,59,Defender,12874,Jaxon,Prior,62,11,,Jaxon Prior,,,
15,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298280.png,CD_I298280,15,Essendon,KEY_DEFENDER,12/04/1996,2014,193,Keilor (Vic)/PEGS (Vic)/Western U18/Essendon,2015,nationalDraft,20,Defender,12377,Jayden,Laverde,145,38,,Jayden Laverde,,,
15,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/992049.png,CD_I992049,15,Richmond,MEDIUM_DEFENDER,24/01/1996,2016,178,Bundoora (Vic)/Northern U18,2015,rookieElevation,,Defender,12418,Jayden,Short,190,38,,Jayden Short,,,
24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/293883.png,CD_I293883,24,Geelong Cats,MEDIUM_DEFENDER,14/12/1993,2011,186,Leopold (Vic)/Geelong U18,2012,fatherSon,86,Defender,12278,Jed,Bews,175,16,,Jed Bews,,,
38,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/291313.png,CD_I291313,38,Collingwood,MEDIUM_DEFENDER,29/06/1990,2010,190,Dodges Ferry (Tas)/Hobart (Tas)/Melbourne,2011,nationalDraft,33,Defender,11967,Jeremy,Howe,271,103,,Jeremy Howe,,,
20,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/294859.png,CD_I294859,20,West Coast Eagles,KEY_DEFENDER,15/04/1992,2013,197,North Albany (WA)/Claremont (WAFL),2014,rookieElevation,74,Defender,12273,Jeremy,McGovern,197,38,,Jeremy McGovern,,,
29,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/290757.png,CD_I290757,29,St Kilda,MEDIUM_DEFENDER,28/06/1993,2011,188,Brighton (Tas)/Glenorchy (Tas),2013,nationalDraft,42,Defender,12188,Jimmy,Webster,180,4,,Jimmy Webster,,,
37,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1032629.png,CD_I1032629,37,GWS GIANTS,MEDIUM_DEFENDER,24/12/2004,2023,189,East Fremantle JFC (WA)/Claremont (WAFL),,nationalDraft,44,Defender,13164,Joe,Fonti,22,0,,Joe Fonti,,,
29,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/295222.png,CD_I295222,29,Sydney Swans,KEY_DEFENDER,09/04/1993,2024,194,Cable Beach (WA)/Claremont (WAFL)/Geelong List/Western Bulldogs/Fremantle/Sydney Swans,2012,rookieElevation,33,Defender,12359,Joel,Hamling,105,3,,Joel Hamling,,,
40,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1005992.png,CD_I1005992,40,Gold Coast SUNS,MEDIUM_DEFENDER,12/03/2002,2020,192,Wanderers (NT)/Suns Academy,2023,other,,Defender,12933,Joel,Jeffrey,53,21,,Joel Jeffrey,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000072.png,CD_I1000072,2,Gold Coast SUNS,MEDIUM_DEFENDER,25/03/1997,2019,180,Plympton (SA)/West Adelaide (SANFL)/Collingwood,2020,other,14,Defender,12743,John,Noble,137,11,,John Noble,,,
37,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002795.png,CD_I1002795,37,Carlton,MEDIUM_DEFENDER,22/09/1998,2021,182,Spotswood (Vic)/Footscray (VFL),2022,other,20,Defender,12965,Jordan,Boyd,38,1,,Jordan Boyd,,,
6,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006152.png,CD_I1006152,6,Fremantle,MEDIUM_DEFENDER,16/10/2000,2018,185,"Railways, Albany (WA)/Claremont (WAFL)/Geelong",2019,nationalDraft,15,Defender,12688,Jordan,Clark,126,24,,Jordan Clark,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1001026.png,CD_I1001026,14,Essendon,MEDIUM_DEFENDER,20/10/1998,2016,195,East Burwood (Vic)/Box Hill High School (Vic)/Oakleigh U18,2017,nationalDraft,22,Defender,12318,Jordan,Ridley,104,2,,Jordan Ridley,,,
24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/998134.png,CD_I998134,24,Hawthorn,KEY_DEFENDER,01/09/1998,2016,193,Doveton (Vic)/Haileybury College (Vic)/Dandenong U18/St Kilda,2019,nationalDraft,39,Defender,12558,Josh,Battle,149,30,,Josh Battle,,,
7,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1005054.png,CD_I1005054,7,Collingwood,MEDIUM_DEFENDER,26/11/1998,2016,178,Greythorn (Vic)/Bulleen-Templestowe (Vic)/Oakleigh U18,2017,fatherSon,57,Defender,12573,Josh,Daicos,151,67,,Josh Daicos,,,
18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017059.png,CD_I1017059,18,Richmond,KEY_DEFENDER,04/04/2003,2021,196,"East Point (Vic)/St Patrick's College, Ballarat (Vic)/GWV U18",2022,nationalDraft,9,Defender,12408,Josh,Gibcus,21,3,,Josh Gibcus,,,
8,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017078.png,CD_I1017078,8,Port Adelaide,MEDIUM_DEFENDER,07/01/2003,2021,187,East Brighton (Vic)/Xavier College (Vic)/Sandr U18/Old Xaverians (Vic),2022,nationalDraft,12,Defender,12953,Josh,Sinn,30,1,,Josh Sinn,,,
23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1027935.png,CD_I1027935,23,Hawthorn,MEDIUM_DEFENDER,25/05/2004,2022,191,Templestowe (Vic)/Carey Grammar (Vic)/Oakleigh U18,2025,nationalDraft,18,Defender,12955,Josh,Weddle,60,23,,Josh Weddle,,,
24,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1011981.png,CD_I1011981,24,Adelaide Crows,MEDIUM_DEFENDER,11/04/2001,2019,195,Bentleigh (Vic)/Haileybury College (Vic)/Sandringham U18,2024,nationalDraft,28,Defender,13057,Josh,Worrell,55,0,,Josh Worrell,,,
4,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1017703.png,CD_I1017703,4,Melbourne,MEDIUM_DEFENDER,07/08/2003,2025,185,Geraldton (WA)/Geraldton Senior HS (WA)/East Fremantle (WAFL)/Melbourne,2023,other,,Defender,13033,Judd,McVee,65,1,,Judd McVee,,,
6,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1002253.png,CD_I1002253,6,Port Adelaide,MEDIUM_DEFENDER,17/03/1999,2017,182,Castlemaine (Vic)/Bendigo U18,2020,nationalDraft,51,Defender,12664,Kane,Farrell,114,49,,Kane Farrell,,,
10,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/297354.png,CD_I297354,10,Hawthorn,MEDIUM_DEFENDER,19/08/1995,2013,181,East Sandringham (Vic)/Sandringham U18/Port Adelaide,2014,nationalDraft,68,Defender,12357,Karl,Amon,195,72,,Karl Amon,,,
23,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1021015.png,CD_I1021015,23,Fremantle,MEDIUM_DEFENDER,16/06/2002,2021,188,East Burwood (Vic)/Oakleigh U18,2024,rookieElevation,8,Defender,13075,Karl,Worner,31,0,,Karl Worner,,,
18,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1006059.png,CD_I1006059,18,Brisbane Lions,MEDIUM_DEFENDER,31/03/2000,2019,182,Morningside (Qld)/Brisbane (NEAFL),2021,nationalDraft,37,Defender,12838,Keidean,Coleman,66,14,,Keidean Coleman,,,
7,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1009253.png,CD_I1009253,7,GWS GIANTS,MEDIUM_DEFENDER,21/06/2001,2019,188,Shepparton Bears (Vic)/Notre Dame College (Vic)/Murray U18,2020,nationalDraft,4,Defender,12782,Lachie,Ash,125,8,,Lachie Ash,,,
34,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1011583.png,CD_I1011583,34,Port Adelaide,MEDIUM_DEFENDER,09/04/2002,2020,186,Bute-Paskville (SA)/Woodville-West Torrens (SANFL),2021,nationalDraft,16,Defender,12882,Lachie,Jones,74,7,,Lachie Jones,,,
6,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/294305.png,CD_I294305,6,GWS GIANTS,MEDIUM_DEFENDER,18/07/1994,2012,185,Mount Martha (Vic)/Mornington (Vic)/Peninsula Gram (Vic)/Dand U18,2013,nationalDraft,1,Defender,12143,Lachie,Whitfield,257,71,,Lachie Whitfield,,,
29,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000864.png,CD_I1000864,29,Western Bulldogs,MEDIUM_DEFENDER,19/04/1998,2020,182,Sunbury (Vic)/Calder U18/Williamstown (VFL)/Box Hill Hawks (VFL)/Hawthorn,2021,preseason,,Defender,12916,Lachlan,Bramble,77,9,,Lachlan Bramble,,,
2,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1021353.png,CD_I1021353,2,Carlton,MEDIUM_DEFENDER,01/12/2004,2022,188,Devonport (Tas)/Tasmania U18,2023,nationalDraft,30,Defender,13028,Lachlan,Cowan,38,2,,Lachlan Cowan,,,
17,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1013464.png,CD_I1013464,17,Geelong Cats,MEDIUM_DEFENDER,24/04/2003,2023,182,Wickham Wolves JFC (WA)/Swan Districts (WAFL),2025,nationalDraft,63,Defender,13160,Lawson,Humphries,37,5,,Lawson Humphries,,,
21,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008691.png,CD_I1008691,21,GWS GIANTS,KEY_DEFENDER,21/08/2001,2021,194,Angle Vale (SA)/Central District (SANFL),2023,nationalDraft,15,Defender,13020,Leek,Aleer,25,0,,Leek Aleer,,,
43,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/996743.png,CD_I996743,43,Sydney Swans,KEY_DEFENDER,04/11/1996,2017,194,Birregurra (Vic)/Geelong U18,2015,rookieElevation,,Defender,12526,Lewis,Melican,101,2,,Lewis Melican,,,
33,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/997316.png,CD_I997316,33,Carlton,KEY_DEFENDER,20/12/1998,2016,202,Mitcham (SA)/Sturt (SANFL)/Western Bulldogs,2017,nationalDraft,49,Defender,12559,Lewis,Young,80,9,,Lewis Young,,,
3,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1000223.png,CD_I1000223,3,West Coast Eagles,MEDIUM_DEFENDER,27/01/1998,2024,173,Lake Grace (WA)/West Perth (WAFL)/Subiaco (WAFL)/Richmond,2019,other,,Defender,12661,Liam,Baker,151,59,,Liam Baker,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/298268.png,CD_I298268,14,West Coast Eagles,MEDIUM_DEFENDER,11/12/1996,2014,186,Bacchus Marsh (Vic)/Western U18,2015,nationalDraft,11,Defender,12334,Liam,Duggan,200,15,,Liam Duggan,,,
19,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/281078.png,CD_I281078,19,Western Bulldogs,KEY_DEFENDER,24/02/1991,2008,199,North Hobart (Tas)/Tasmania U18/Scotch Coll (Vic)/WB/Carl/Palm Beach-Currumbin (Qld),2010,nationalDraft,32,Defender,11866,Liam,Jones,205,84,,Liam Jones,,,
14,https://s.afl.com.au/staticfile/AFL Tenant/AFL/Players/ChampIDImages/AFL/2025014/1008312.png,CD_I1008312,14,St Kilda,MEDIUM_DEFENDER,23/01/2000,2018,184,East Sandr (Vic)/Old Haileybury (Vic)/H'bury Coll (Vic)/Sandr U18/Carlton,2023,nationalDraft,19,Defender,12721,Liam,Stocker,84,2,,Liam Stocker,,,
